month,gcc_name_2021,dwelling_type,average_rent,median_rent,rent_25pc,rent_75pc
Jun 2023,Rest of NSW,H,551.1632571199358,520,420,640
Jun 2023,Rest of NSW,O,386.43783783783783,380,240,500
Jun 2023,Rest of NSW,T,544.6538461538462,530,450,628.75
Jun 2023,Rest of NSW,U,436.09859154929575,390,335,555
Jul 2023,Greater Sydney,F,720.2234347618289,680,550,820
Jul 2023,Greater Sydney,H,801.5181880576528,700,550,900
Jul 2023,Greater Sydney,O,546.9487804878049,450,360,657.5
Jul 2023,Greater Sydney,T,781.8456852791878,700,560,900
Jul 2023,Greater Sydney,U,588.8670212765958,550,450,721.25
Jul 2023,Rest of NSW,F,419.38618103910017,400,310,490
Jul 2023,Rest of NSW,H,545.2675145954962,520,430,640
Jul 2023,Rest of NSW,O,393.832298136646,350,230,500
Jul 2023,Rest of NSW,T,546.008547008547,530,450,635
Jul 2023,Rest of NSW,U,385.9642857142857,385,300,450
Aug 2023,Greater Sydney,F,733.1004516430462,680,550,830
Aug 2023,Greater Sydney,H,806.8789979517883,700,560,900
Aug 2023,Greater Sydney,O,568.5420560747664,549,429,679
Aug 2023,Greater Sydney,T,791.4055755395683,720,573.75,900
Aug 2023,Greater Sydney,U,634.3154761904761,650,480,750
Aug 2023,Rest of NSW,F,427.26155408836973,400,320,500
Aug 2023,Rest of NSW,H,547.7991991991992,520,425,635
Aug 2023,Rest of NSW,O,415.42483660130716,330,230,490
Aug 2023,Rest of NSW,T,559.8397212543554,550,450,650
Aug 2023,Rest of NSW,U,422.7647058823529,400,340,490
